SalesOrderNumber,SalesOrderLineNumber,OrderDate,DueDate,ShipDate,ClienteID,NombreCliente,TerritorioID,Territorio,Pais,ProductoID,Producto,Color,StandardCost,ListPrice,Subcategoria,Categoria,VendedorID,NombreVendedor,OrderQty,UnitPrice,UnitPriceDiscount,LineTotal
SO71100,4,2026-05-09,2026-05-16,2026-05-14,10005,Ruben Fernandez,6,Canada,Canada,6,Mountain-200 46,Yellow,613.846,807.7732,Mountain Bikes,Bikes,6,Silvia Castro,5,807.7732,0.1,3634.9794
SO71101,1,2023-10-17,2023-10-31,2023-10-22,10026,Sergio Fernandez,3,Central,United States,36,ML Road Handlebars,Multi,558.7394,815.1606,Handlebars,Components,3,Alberto Fernandez,4,815.1606,0.1,2934.5782
SO71101,2,2023-10-17,2023-10-31,2023-10-22,10026,Sergio Fernandez,3,Central,United States,51,Full-Finger Gloves,Black,1046.5645,1547.9389,Gloves,Clothing,3,Alberto Fernandez,3,1547.9389,0,4643.8167
SO71101,3,2023-10-17,2023-10-31,2023-10-22,10026,Sergio Fernandez,3,Central,United States,43,ML Mountain Pedal,Black,470.9493,780.614,Pedals,Components,3,Alberto Fernandez,6,780.614,0.1,4215.3156
SO71102,1,2025-12-14,2025-12-21,2025-12-21,10033,Carlos Alonso,6,Canada,Canada,20,Road-350 42,Yellow,798.597,1408.5981,Road Bikes,Bikes,6,Silvia Castro,2,1408.5981,0,2817.1962
SO71102,2,2025-12-14,2025-12-21,2025-12-21,10033,Carlos Alonso,6,Canada,Canada,22,Road-550 38,,134.6867,197.5563,Road Bikes,Bikes,6,Silvia Castro,4,197.5563,0,790.2252
SO71102,3,2025-12-14,2025-12-21,2025-12-21,10033,Carlos Alonso,6,Canada,Canada,15,Road-150 46,Black,66.4888,104.7634,Road Bikes,Bikes,6,Silvia Castro,2,104.7634,0,209.5268
SO71103,1,2023-06-08,2023-06-22,2023-06-10,10033,Carlos Alonso,9,Australia,Australia,57,Cable Lock,Blue,298.751,431.5527,Locks,Accessories,1,Jose Antonio Lopez,5,431.5527,0,2157.7635
SO71103,2,2023-06-08,2023-06-22,2023-06-10,10033,Carlos Alonso,9,Australia,Australia,39,Hydraulic Disc Brakes,Silver,443.9658,842.8227,Brakes,Components,1,Jose Antonio Lopez,4,842.8227,0,3371.2908
SO71103,3,2023-06-08,2023-06-22,2023-06-10,10033,Carlos Alonso,9,Australia,Australia,11,Mountain-400 42,,418.1969,582.6686,Mountain Bikes,Bikes,1,Jose Antonio Lopez,2,582.6686,0.1,1048.8035
SO71104,1,2026-07-03,2026-07-13,2026-07-10,10003,Cristina Gil,7,France,France,29,Touring-2000 42,Silver,773.3997,1263.8665,Touring Bikes,Bikes,7,Andres Moya,5,1263.8665,0,6319.3325
SO71104,2,2026-07-03,2026-07-13,2026-07-10,10003,Cristina Gil,7,France,France,49,Women's Mountain Shorts,Multi,1052.8857,1535.1425,Shorts,Clothing,7,Andres Moya,6,1535.1425,0.02,9026.6379
SO71105,1,2024-04-24,2024-05-04,2024-04-29,10031,Ivan Martinez,4,Southwest,United States,30,Touring-2000 46,Silver,826.2679,1492.0012,Touring Bikes,Bikes,4,Carmen Ortega,3,1492.0012,0.02,4386.4835
SO71105,2,2024-04-24,2024-05-04,2024-04-29,10031,Ivan Martinez,4,Southwest,United States,33,Touring-3000 46,,93.4335,172.6541,Touring Bikes,Bikes,4,Carmen Ortega,5,172.6541,0.02,846.0051
SO71105,3,2024-04-24,2024-05-04,2024-04-29,10031,Ivan Martinez,4,Southwest,United States,11,Mountain-400 42,,418.1969,582.6686,Mountain Bikes,Bikes,4,Carmen Ortega,2,582.6686,0.05,1107.0703
SO71105,4,2024-04-24,2024-05-04,2024-04-29,10031,Ivan Martinez,4,Southwest,United States,9,Mountain-300 46,Red,344.656,627.8185,Mountain Bikes,Bikes,4,Carmen Ortega,3,627.8185,0,1883.4555
SO71106,1,2026-08-06,2026-08-27,2026-08-11,10036,Sofia Fernandez,2,Northeast,United States,6,Mountain-200 46,Yellow,613.846,807.7732,Mountain Bikes,Bikes,2,Marta Ruiz Soto,2,807.7732,0,1615.5464
SO71106,2,2026-08-06,2026-08-27,2026-08-11,10036,Sofia Fernandez,2,Northeast,United States,29,Touring-2000 42,Silver,773.3997,1263.8665,Touring Bikes,Bikes,2,Marta Ruiz Soto,5,1263.8665,0,6319.3325
SO71106,3,2026-08-06,2026-08-27,2026-08-11,10036,Sofia Fernandez,2,Northeast,United States,54,Aero Helmet,,1108.0844,2051.1707,Helmets,Accessories,2,Marta Ruiz Soto,4,2051.1707,0,8204.6828
SO71107,1,2024-03-30,2024-04-20,2024-04-04,10002,Javier Diaz,7,France,France,33,Touring-3000 46,,93.4335,172.6541,Touring Bikes,Bikes,7,Andres Moya,3,172.6541,0,517.9623
SO71107,2,2024-03-30,2024-04-20,2024-04-04,10002,Javier Diaz,7,France,France,25,Touring-1000 38,Blue,846.6571,1447.8925,Touring Bikes,Bikes,7,Andres Moya,1,1447.8925,0,1447.8925
SO71107,3,2024-03-30,2024-04-20,2024-04-04,10002,Javier Diaz,7,France,France,15,Road-150 46,Black,66.4888,104.7634,Road Bikes,Bikes,7,Andres Moya,1,104.7634,0,104.7634
SO71107,4,2024-03-30,2024-04-20,2024-04-04,10002,Javier Diaz,7,France,France,60,Rear Light,Yellow,922.5138,1270.3337,Lights,Accessories,7,Andres Moya,1,1270.3337,0.1,1143.3003
SO71108,1,2026-08-24,2026-09-07,2026-08-27,10009,Isabel Sanchez,1,Northwest,United States,45,HL Road Pedal,,1131.7806,1933.2737,Pedals,Components,1,Jose Antonio Lopez,2,1933.2737,0.1,3479.8927
SO71108,2,2026-08-24,2026-09-07,2026-08-27,10009,Isabel Sanchez,1,Northwest,United States,31,Touring-3000 38,,81.2865,145.7533,Touring Bikes,Bikes,1,Jose Antonio Lopez,4,145.7533,0.05,553.8625
SO71108,3,2026-08-24,2026-09-07,2026-08-27,10009,Isabel Sanchez,1,Northwest,United States,1,Mountain-100 38,Multi,146.9273,256.3779,Mountain Bikes,Bikes,1,Jose Antonio Lopez,1,256.3779,0,256.3779
SO71108,4,2026-08-24,2026-09-07,2026-08-27,10009,Isabel Sanchez,1,Northwest,United States,17,Road-250 42,Black,669.1681,1202.9252,Road Bikes,Bikes,1,Jose Antonio Lopez,2,1202.9252,0,2405.8504
SO71109,1,2026-01-28,2026-02-18,2026-01-30,10019,Laura Dominguez,4,Southwest,United States,4,Mountain-200 38,Yellow,118.0225,183.307,Mountain Bikes,Bikes,4,Carmen Ortega,2,183.307,0.02,359.2817
SO71110,1,2026-08-01,2026-08-22,2026-08-03,10008,Isabel Dominguez,8,Germany,Germany,46,Long-Sleeve Logo Jersey,Black,822.8268,1334.775,Jerseys,Clothing,8,Teresa Vidal,2,1334.775,0,2669.55
SO71110,2,2026-08-01,2026-08-22,2026-08-03,10008,Isabel Dominguez,8,Germany,Germany,28,Touring-2000 38,Silver,464.6547,879.9231,Touring Bikes,Bikes,8,Teresa Vidal,1,879.9231,0.05,835.9269
SO71111,1,2024-12-23,2025-01-02,2024-12-30,10012,Maria Ramos,2,Northeast,United States,34,HL Mountain Handlebars,Yellow,1053.4956,1568.4513,Handlebars,Components,2,Marta Ruiz Soto,5,1568.4513,0.05,7450.1437
SO71112,1,2025-11-05,2025-11-12,2025-11-12,10031,Ivan Martinez,1,Northwest,United States,17,Road-250 42,Black,669.1681,1202.9252,Road Bikes,Bikes,1,Jose Antonio Lopez,6,1202.9252,0,7217.5512
SO71112,2,2025-11-05,2025-11-12,2025-11-12,10031,Ivan Martinez,1,Northwest,United States,23,Road-550 42,,768.2861,1166.9492,Road Bikes,Bikes,1,Jose Antonio Lopez,1,1166.9492,0,1166.9492
SO71112,3,2025-11-05,2025-11-12,2025-11-12,10031,Ivan Martinez,1,Northwest,United States,16,Road-250 38,Black,1168.1422,1783.894,Road Bikes,Bikes,1,Jose Antonio Lopez,6,1783.894,0.1,9633.0276
SO71113,1,2026-07-10,2026-07-17,2026-07-15,10009,Isabel Sanchez,1,Northwest,United States,53,Sport-100 Helmet,Blue,918.5753,1491.424,Helmets,Accessories,1,Jose Antonio Lopez,6,1491.424,0,8948.544
SO71113,2,2026-07-10,2026-07-17,2026-07-15,10009,Isabel Sanchez,1,Northwest,United States,54,Aero Helmet,,1108.0844,2051.1707,Helmets,Accessories,1,Jose Antonio Lopez,6,2051.1707,0.02,12060.8837
SO71113,3,2026-07-10,2026-07-17,2026-07-15,10009,Isabel Sanchez,1,Northwest,United States,45,HL Road Pedal,,1131.7806,1933.2737,Pedals,Components,1,Jose Antonio Lopez,4,1933.2737,0.1,6959.7853
SO71114,1,2024-01-09,2024-01-19,2024-01-11,10030,Sergio Navarro,1,Northwest,United States,3,Mountain-100 46,Multi,136.4568,238.0353,Mountain Bikes,Bikes,1,Jose Antonio Lopez,2,238.0353,0,476.0706
SO71114,2,2024-01-09,2024-01-19,2024-01-11,10030,Sergio Navarro,1,Northwest,United States,21,Road-350 46,Yellow,1182.4875,2144.0753,Road Bikes,Bikes,1,Jose Antonio Lopez,3,2144.0753,0.05,6110.6146
SO71115,1,2025-03-26,2025-04-16,2025-03-31,10003,Cristina Gil,4,Southwest,United States,56,Mountain Bottle Cage,Blue,1056.2854,1900.2567,Bottles and Cages,Accessories,4,Carmen Ortega,1,1900.2567,0.1,1710.231
SO71115,2,2025-03-26,2025-04-16,2025-03-31,10003,Cristina Gil,4,Southwest,United States,22,Road-550 38,,134.6867,197.5563,Road Bikes,Bikes,4,Carmen Ortega,3,197.5563,0,592.6689
SO71115,3,2025-03-26,2025-04-16,2025-03-31,10003,Cristina Gil,4,Southwest,United States,52,Classic Cap,Multi,616.5805,875.1415,Caps,Clothing,4,Carmen Ortega,3,875.1415,0.02,2572.916
SO71116,1,2025-03-30,2025-04-20,2025-04-06,10022,Sofia Vazquez,3,Central,United States,24,Road-550 46,,453.6644,646.7912,Road Bikes,Bikes,3,Alberto Fernandez,5,646.7912,0,3233.956
SO71116,2,2025-03-30,2025-04-20,2025-04-06,10022,Sofia Vazquez,3,Central,United States,52,Classic Cap,Multi,616.5805,875.1415,Caps,Clothing,3,Alberto Fernandez,1,875.1415,0.1,787.6273
SO71116,3,2025-03-30,2025-04-20,2025-04-06,10022,Sofia Vazquez,3,Central,United States,28,Touring-2000 38,Silver,464.6547,879.9231,Touring Bikes,Bikes,3,Alberto Fernandez,1,879.9231,0.02,862.3246
SO71116,4,2025-03-30,2025-04-20,2025-04-06,10022,Sofia Vazquez,3,Central,United States,39,Hydraulic Disc Brakes,Silver,443.9658,842.8227,Brakes,Components,3,Alberto Fernandez,2,842.8227,0.05,1601.3631
SO71117,1,2024-08-24,2024-09-07,2024-08-26,10006,Rosa Moreno,6,Canada,Canada,29,Touring-2000 42,Silver,773.3997,1263.8665,Touring Bikes,Bikes,6,Silvia Castro,5,1263.8665,0.1,5687.3993
SO71117,2,2024-08-24,2024-09-07,2024-08-26,10006,Rosa Moreno,6,Canada,Canada,28,Touring-2000 38,Silver,464.6547,879.9231,Touring Bikes,Bikes,6,Silvia Castro,2,879.9231,0.1,1583.8616
SO71117,3,2024-08-24,2024-09-07,2024-08-26,10006,Rosa Moreno,6,Canada,Canada,29,Touring-2000 42,Silver,773.3997,1263.8665,Touring Bikes,Bikes,6,Silvia Castro,3,1263.8665,0.02,3715.7675
SO71118,1,2023-03-28,2023-04-11,2023-04-04,10018,Carlos Alvarez,1,Northwest,United States,24,Road-550 46,,453.6644,646.7912,Road Bikes,Bikes,1,Jose Antonio Lopez,5,646.7912,0.1,2910.5604
SO71118,2,2023-03-28,2023-04-11,2023-04-04,10018,Carlos Alvarez,1,Northwest,United States,44,ML Road Pedal,Silver,642.0005,1208.6603,Pedals,Components,1,Jose Antonio Lopez,2,1208.6603,0,2417.3206
SO71118,3,2023-03-28,2023-04-11,2023-04-04,10018,Carlos Alvarez,1,Northwest,United States,10,Mountain-400 38,,969.8958,1667.138,Mountain Bikes,Bikes,1,Jose Antonio Lopez,5,1667.138,0.1,7502.121
SO71118,4,2023-03-28,2023-04-11,2023-04-04,10018,Carlos Alvarez,1,Northwest,United States,51,Full-Finger Gloves,Black,1046.5645,1547.9389,Gloves,Clothing,1,Jose Antonio Lopez,4,1547.9389,0,6191.7556
SO71119,1,2023-09-16,2023-09-23,2023-09-19,10024,Paula Torres,6,Canada,Canada,39,Hydraulic Disc Brakes,Silver,443.9658,842.8227,Brakes,Components,6,Silvia Castro,2,842.8227,0.1,1517.0809
SO71120,1,2025-07-10,2025-07-24,2025-07-15,10029,Diego Gutierrez,2,Northeast,United States,26,Touring-1000 42,Blue,99.612,167.4465,Touring Bikes,Bikes,2,Marta Ruiz Soto,3,167.4465,0.1,452.1055
SO71120,2,2025-07-10,2025-07-24,2025-07-15,10029,Diego Gutierrez,2,Northeast,United States,18,Road-250 46,Black,747.9459,1359.0358,Road Bikes,Bikes,2,Marta Ruiz Soto,2,1359.0358,0,2718.0716
SO71120,3,2025-07-10,2025-07-24,2025-07-15,10029,Diego Gutierrez,2,Northeast,United States,2,Mountain-100 42,Multi,305.1968,422.3078,Mountain Bikes,Bikes,2,Marta Ruiz Soto,6,422.3078,0,2533.8468
